-30	-5.96712e-203
-28.7755	7.69847e-181
-27.551	1.27213e-165
-26.3265	3.14788e-151
-25.102	1.31992e-137
-23.8776	8.57136e-125
-22.6531	2.37204e-113
-21.4286	-8.45095e-101
-20.2041	-1.87644e-89
-18.9796	-5.97233e-79
-17.7551	-3.21258e-69
-16.5306	-2.74713e-60
-15.3061	-1.71437e-52
-14.0816	3.27867e-44
-12.8571	9.93905e-37
-11.6327	4.07693e-30
-10.4082	2.81118e-24
-9.18367	3.14456e-19
-7.95918	3.35289e-15
-6.73469	-4.46177e-11
-5.5102	-1.88927e-07
-4.28571	-0.000100128
-3.06122	-0.00884628
-1.83673	-0.128779
-0.612245	-0.210303
0.612245	0.210303
1.83673	0.128779
3.06122	0.00884628
4.28571	0.000100128
5.5102	1.88927e-07
6.73469	4.46177e-11
7.95918	-3.35289e-15
9.18367	-3.14456e-19
10.4082	-2.81118e-24
11.6327	-4.07693e-30
12.8571	-9.93905e-37
14.0816	-3.27867e-44
15.3061	1.71437e-52
16.5306	2.74713e-60
17.7551	3.21258e-69
18.9796	5.97233e-79
20.2041	1.87644e-89
21.4286	8.45095e-101
22.6531	-2.37204e-113
23.8776	-8.57136e-125
25.102	-1.31992e-137
26.3265	-3.14788e-151
27.551	-1.27213e-165
28.7755	-7.69847e-181
30	5.96712e-203
