0.23141 0.386094 0.233875 
0.928401 0.465531 0.437578 
0.43569 0.675935 0.134404 
0.723007 0.128401 0.263346 
0.424468 0.176692 0.239946 
0.849447 0.937167 0.977974 
0.433342 0.798286 0.889641 
0.153266 0.912832 0.0975964 
0.37009 0.342174 0.72223 
0.253819 0.0228391 0.852667 
0.910447 0.788684 0.538079 
0.130318 0.939204 0.462356 
0.321301 0.766608 0.707935 
0.34814 0.717423 0.171281 
0.57088 0.883751 0.16459 
0.0337772 0.721357 0.0241483 
0.652675 0.698719 0.318232 
0.620926 0.861465 0.580459 
0.729568 0.153273 0.353526 
0.7417 0.268465 0.935492 
0.196765 0.761162 0.79609 
0.926081 0.391675 0.0153278 
0.566888 0.263377 0.478272 
0.49924 0.690988 0.652767 
0.697711 0.311366 0.58879 
0.730452 0.083598 0.927521 
0.812746 0.528782 0.857984 
0.388862 0.611318 0.168152 
0.50705 0.528931 0.610139 
0.900455 0.911478 0.364775 
0.985347 0.629105 0.90651 
0.777118 0.504113 0.0306176 
0.646693 0.604599 0.807357 
0.402755 0.150312 0.277076 
0.309653 0.364232 0.398513 
0.112988 0.0913125 0.530987 
0.36411 0.405776 0.157666 
0.294013 0.345083 0.42438 
0.440529 0.823753 0.977761 
0.452783 0.91685 0.426056 
0.304689 0.993625 0.219554 
0.374697 0.272193 0.260885 
0.11557 0.345459 0.0326231 
0.0866084 0.226042 0.576778 
0.426286 0.366718 0.363736 
0.881948 0.0180682 0.170873 
0.862626 0.637896 0.0637428 
0.641393 0.274674 0.875506 
0.780967 0.80625 0.808795 
0.59652 0.299965 0.431116 
0.887005 0.441991 0.6689 
0.035478 0.192768 0.837307 
0.28893 0.197815 0.586517 
0.738769 0.153958 0.274833 
0.263372 0.106734 0.270063 
0.659768 0.52804 0.23033 
0.629621 0.704749 0.56191 
0.0287175 0.115114 0.432224 
0.557324 0.453924 0.707627 
0.160448 0.594045 0.120239 
0.375031 0.168032 0.63291 
0.285174 0.0148541 0.522559 
0.00166782 0.306975 0.826839 
0.19826 0.748008 0.703711 
0.490191 0.607749 0.234775 
0.938915 0.52051 0.672826 
0.352371 0.0587922 0.181412 
0.559342 0.723345 0.305991 
0.32584 0.201121 0.27417 
0.834931 0.542055 0.737951 
0.54921 0.653702 0.979325 
0.992633 0.141868 0.917518 
0.228293 0.112095 0.617933 
0.698739 0.631036 0.497571 
0.306098 0.358449 0.395812 
0.148832 0.330683 0.644607 
0.891493 0.547495 0.261533 
0.641748 0.496684 0.204378 
0.75611 0.697255 0.378538 
0.995935 0.568767 0.449192 
0.576243 0.414735 0.302218 
0.0806964 0.764215 0.859019 
0.276186 0.925938 0.0699597 
0.0863133 0.888243 0.552638 
0.32164 0.9561 0.841841 
0.446148 0.100316 0.586561 
0.616525 0.420101 0.97188 
0.0503754 0.555332 0.878611 
0.27368 0.734585 0.944385 
0.0550486 0.830826 0.489517 
0.459671 0.35237 0.977184 
0.691777 0.356 0.910012 
0.256067 0.346294 0.773166 
0.522348 0.175595 0.35244 
0.534278 0.0337111 0.393766 
0.0591985 0.811293 0.334972 
0.708193 0.234411 0.0327299 
0.0866847 0.225539 0.57307 
0.40857 0.293796 0.0856417 
0.869687 0.44735 0.856911 
0.11532 0.97972 0.840434 
0.22513 0.78687 0.695053 
0.0884859 0.275437 0.856248 
0.658558 0.245114 0.543662 
0.0559429 0.442701 0.152717 
0.931998 0.217533 0.917218 
0.545508 0.0180839 0.198935 
0.0308579 0.394728 0.0906482 
0.991335 0.132179 0.871054 
0.0367168 0.380811 0.954413 
0.299184 0.205382 0.539639 
